title,price,post_url,odometer,VIN,title status,transmission,auto_descr_short,drive,type,cylinders,idx
"2011 Nissan Xterra TRAILER HITCH, RUNNING BOARDS, 4.0L V6, 4WD, CRUISE",12 995,https://montreal.craigslist.org/ctd/d/roxboro-2011-nissan-xterra-trailer/7487419312.html,,,,,2011 nissan xterra,,,,25
2016 Hyundai Tucson 2.0L,17 995,https://montreal.craigslist.org/ctd/d/roxboro-2016-hyundai-tucson-20l/7487426530.html,,,,,2016 Hyundai Tucson,,,,26
2003 Mazda MX-5 Miata CONVERTIBLE MAISON FINANCEMENT DISPONIBLE,9 900,https://montreal.craigslist.org/ctd/d/roxboro-2003-mazda-mx-miata-convertible/7487413653.html,,,,,2003 mazda mx-5,,,,27
2013 Toyota Camry 4dr Sdn I4 Auto SE,12 995,https://montreal.craigslist.org/ctd/d/roxboro-2013-toyota-camry-4dr-sdn-i4/7487415830.html,,,,,2013 toyota camry se 4dr sedan,,,,28
2015 Kia Sorento EX /6 CYL/CUIR/CAMERA/5 PASS/AWD/DEMARREUR A DISTANCE,12 995,https://montreal.craigslist.org/ctd/d/roxboro-2015-kia-sorento-ex-cyl-cuir/7487412015.html,,,,,2015 kia sorento ex 4wd,,,,29
2017 Toyota 4Runner 4WD 4dr V6 LIMITED,47 995,https://montreal.craigslist.org/ctd/d/roxboro-2017-toyota-4runner-4wd-4dr-v6/7487421093.html,,,,,2017 toyota 4runner,,,,30
2009 Subaru Legacy TOIT SIÉGE CHAUFFANT BAS KILOMETRO,5 995,https://montreal.craigslist.org/ctd/d/roxboro-2009-subaru-legacy-toit-sige/7487423269.html,,,,,2009 subaru legacy,,,,31
Toyota Prius Hybrid  2006,5 990,https://montreal.craigslist.org/ctd/d/montreal-toyota-prius-hybrid-2006/7497065634.html,,,,,2006 toyota prius hybrid,,,,32
Mazda  5    G S NO RUST A1 TRES BAS KM !  1 OWNER S,4 900,https://montreal.craigslist.org/cto/d/cte-saint-luc-west-mazda-g-no-rust-a1/7499216581.html,,,,,2010 mazda 5 gs,,,,33
"20yr old TEXAS VIRGIN Beetle : :  NO WINTERS,  RUST or ACCIDENT",14 327,https://montreal.craigslist.org/cto/d/sainte-thrse-de-blainville-south-20yr/7499293778.html,,,,,2002 volkswagen new beetle,,,,34
2009 MINI Cooper ---CUIR+MAGS+TOIT,5 990,https://montreal.craigslist.org/ctd/d/montreal-2009-mini-cooper-cuirmagstoit/7499502464.html,,,,,2009 mini cooper,,,,35
2014 Hyundai Tucson LIMITED----CUIR-TOIT-MAGS,12 770,https://montreal.craigslist.org/ctd/d/2014-hyundai-tucson-limited-cuir-toit/7499509954.html,,,,,2014 hyundai tucson limited,,,,36
Jeep Grand Cherokee Altitude,"45,995",https://kingston.craigslist.org/cto/d/brockville-jeep-grand-cherokee-altitude/7501520858.html,9000,,lien,automatic,2021 jeep grand cherokee,4wd,SUV,6 cylinders,37
2007 TOYOTA YARIS LE -----A/C--GROUPE ELECTRIQUE,4 440,https://montreal.craigslist.org/ctd/d/montreal-2007-toyota-yaris-le-c-groupe/7499519195.html,,,,,2007 TOYOTA yaris le,,,,38
2013 GMC Terrain  AWD,7 700,https://montreal.craigslist.org/ctd/d/2013-gmc-terrain-awd/7499524677.html,,,,,2012 chevrolet equinox ls,,,,39
2014 JEEP GRAND CHEROKEE LAREDO  4X4,17 990,https://montreal.craigslist.org/ctd/d/notre-dame-de-grce-northeast-2014-jeep/7499530892.html,,,,,2014 jeep grand cherokee laredo 4x4,,,,40
TOYOTA SIENNA LE   2008,5 770,https://montreal.craigslist.org/ctd/d/toyota-sienna-le-2008/7499540304.html,,,,,2008 toyota sienna le,,,,41
2009 Volkswagen Routan SE,7 990,https://montreal.craigslist.org/ctd/d/montreal-2009-volkswagen-routan-se/7499789962.html,,,,,2009 volkswagen routan se,,,,42
2006 Acura RL Type S,1 400,https://montreal.craigslist.org/cto/d/montreal-2006-acura-rl-type/7499966190.html,,,,,2006 rl,,,,43
"2010 HONDA CRV , 4X4, AUTOMATIQUE , 4 CYLINDRES 2.4 LITRES , 153.000 K",9 499,https://montreal.craigslist.org/ctd/d/2010-honda-crv-4x4-automatique/7500028887.html,,,,,2010 honda crv,,,,44
Beetle 2013,19 000,https://montreal.craigslist.org/cto/d/beauharnois-beetle-2013/7500177993.html,,,,,2013 volkswagen beetle convertible,,,,45
2012 Fiat 500  Lounge-----114.000km,4 990,https://montreal.craigslist.org/ctd/d/2012-fiat-500-lounge-km/7499291147.html,,,,,2012 fiat 500 lounge,,,,46
2009 Hyundai Santa Fe GLS V6 3.3L AWD,3 600,https://montreal.craigslist.org/cto/d/laval-2009-hyundai-santa-fe-gls-v6-33l/7500333093.html,,,,,2009 hyundai santa fe,,,,47
2004 BMW 645 CI Converrtible...V8-leather-Nav-loaded,17 000,https://montreal.craigslist.org/ctd/d/saint-laurent-2004-bmw-645-ci/7500405162.html,,,,,2004 bmw 645ci convertible,,,,48
2010 Subaru Legacy,7 995,https://montreal.craigslist.org/ctd/d/2010-subaru-legacy/7488956159.html,,,,,2010 subaru legacy 2.5i premium,,,,49
2011 Chevrolet Cruze LTZ Sedan,6 995,https://montreal.craigslist.org/ctd/d/2011-chevrolet-cruze-ltz-sedan/7488951626.html,,,,,2011 chevrolet cruze 4dr sdn ltz,,,,50
2007 Acura MDX SH-AWD Technology Package,5 495,https://montreal.craigslist.org/ctd/d/roxboro-2007-acura-mdx-sh-awd/7488948056.html,,,,,2007 acura mdx tech package,,,,51
"2009 FORD ESCAPE, 4X4, AUTOMATIC, 105,000 KM, 6 CYLINDERS 3.0 LITERS,",5 499,https://montreal.craigslist.org/ctd/d/2009-ford-escape-4x4-automatic-km/7500478007.html,,,,,2009 ford escape,,,,52
gorgeous Nissan Murano 2015,23 500,https://montreal.craigslist.org/cto/d/sainte-anne-de-bellevue-gorgeous-nissan/7501574547.html,,,,,2015 nissan murano,,,,53
2000 plymouth prowler or best offer,36 900,https://montreal.craigslist.org/cto/d/pointe-aux-trembles-2000-plymouth/7501751288.html,,,,,2000 plymouth / prowler,,,,54
"2014 FORD FOCUS , AUTOMATIQUE  , SIÈGES CUIR CHAUFFANTS , TOIT OUVRANT",5 999,https://montreal.craigslist.org/ctd/d/2014-ford-focus-automatique-siges-cuir/7497352249.html,,,,,2014 ford focus,,,,55
"2010 DODGE JOURNEY , 73.000 KM , AUTOMATIQUE , 1 PROPRIÉTAIRE",8 499,https://montreal.craigslist.org/ctd/d/2010-dodge-journey-km-automatique/7500475807.html,,,,,2010 dodge journey,,,,56
"2013 TOYOTA HIGHLANDER , 4X4 , AUTOMATIQUE , 7 PASSAGERS ,SIÈGES  CUIR",11 999,https://montreal.craigslist.org/ctd/d/2013-toyota-highlander-4x4-automatique/7500473004.html,,,,,2013 toyota highlander limited,,,,57
"2015  DODGE GRAND CARAVAN , AUTOMATIQUE ,  7 PASSAGERS  ,TOUTE EQUIPE",7 999,https://montreal.craigslist.org/ctd/d/2015-dodge-grand-caravan-automatique/7496280856.html,,,,,2015 dodge grand caravan,,,,58
"2015 CHRYSLER 200 , AUTOMATIQUE , 4 CYLINDRES  , TOUTE EQUIPE",7 999,https://montreal.craigslist.org/ctd/d/2015-chrysler-200-automatique-cylindres/7500030214.html,,,,,2015 chrysler 200,,,,59
MINI Cooper 2020 low KM,29 500,https://montreal.craigslist.org/cto/d/montreal-mini-cooper-2020-low-km/7501784688.html,,,,,2020 mini cooper,,,,60
2008 Lexus RX350 ULTRA Premium--*NAVIGATION-CUIR*TOIT*MAGS,9 990,https://montreal.craigslist.org/ctd/d/notre-dame-de-grce-northeast-2008-lexus/7501844407.html,,,,,2008 Lexus RX350 Ultra Premium,,,,61
2008 Jeep  Grand Cherokee LAREDO 4X4,3 990,https://montreal.craigslist.org/ctd/d/montreal-2008-jeep-grand-cherokee/7501856810.html,,,,,2008 jeep grand cherokee laredo,,,,62
2010 MAZDA6 GT-----CUIR-TOIT-MAGS,5 990,https://montreal.craigslist.org/ctd/d/montreal-2010-mazda6-gt-cuir-toit-mags/7501859575.html,,,,,2010 mazda mazda6,,,,63
Ford Focus ZX4  SES 2007,2 200,https://montreal.craigslist.org/ctd/d/ford-focus-zx4-ses-2007/7501861117.html,,,,,2007 ford focus se,,,,64
2008 Mazda5 GS,4 990,https://montreal.craigslist.org/ctd/d/montreal-2008-mazda5-gs/7501863611.html,,,,,2008 MAZDA 5 GS,,,,65
Pontiac Montana SV6  2009,3 990,https://montreal.craigslist.org/ctd/d/montreal-pontiac-montana-sv6-2009/7501868368.html,,,,,2009 pontiac montana,,,,66
HONDA CIVIC EX,4 440,https://montreal.craigslist.org/ctd/d/notre-dame-de-grce-northeast-honda/7501870598.html,,,,,2006 honda civic ex,,,,67
HONDA CIVIC EX,3 300,https://montreal.craigslist.org/ctd/d/notre-dame-de-grce-northeast-honda/7501873071.html,,,,,2004 honda civic ex,,,,68
2009 Mazda5 GS,4 990,https://montreal.craigslist.org/ctd/d/montreal-2009-mazda5-gs/7501875505.html,,,,,2009 MAZDA 5 GS,,,,69
2008 MERCEDES-BENZ GL 350 CDI,9 990,https://montreal.craigslist.org/ctd/d/montreal-2008-mercedes-benz-gl-350-cdi/7501877133.html,,,,,2008 mercedes benz GL 350 cdi,,,,70
2008 Land Rover LR2,7 990,https://montreal.craigslist.org/ctd/d/notre-dame-de-grce-northeast-2008-land/7501880508.html,,,,,2008 land rover lr2 se,,,,71
Toyota Camry SE  2008,3 990,https://montreal.craigslist.org/ctd/d/notre-dame-de-grce-northeast-toyota/7501883657.html,,,,,2009 toyota camry se,,,,72
2014 Ford Fiesta SE,7 700,https://montreal.craigslist.org/ctd/d/montreal-2014-ford-fiesta-se/7501886200.html,,,,,2014 Ford Fiesta  SE,,,,73
2013 TOYOTA PRIUS V,9 990,https://montreal.craigslist.org/ctd/d/montreal-2013-toyota-prius/7501888237.html,,,,,2013 TOYOTA PRIUS V,,,,74
Hyundai Santa Fe LIMITED-----CUIR-MAGS-TOIT,5 770,https://montreal.craigslist.org/ctd/d/notre-dame-de-grce-northeast-hyundai/7501891543.html,,,,,2007 hyundai santa fe limited,,,,75
2011 Toyota Sienna 5dr V6 LE 8-Pass,14 995,https://montreal.craigslist.org/ctd/d/roxboro-2011-toyota-sienna-5dr-v6-le/7500825465.html,,,,,2011 Toyota Sienna,,,,76
2018 Nissan Kicks SR,19 995,https://montreal.craigslist.org/ctd/d/roxboro-2018-nissan-kicks-sr/7492699965.html,,,,,2018 nissan kicks,,,,77
2007 Toyota Camry 4dr Sdn,6 995,https://montreal.craigslist.org/ctd/d/roxboro-2007-toyota-camry-4dr-sdn/7492703683.html,,,,,2007 toyota camry,,,,78
2010 Mercedes-Benz C-Class 4dr Sdn C 250,8 995,https://montreal.craigslist.org/ctd/d/roxboro-2010-mercedes-benz-class-4dr/7492706857.html,,,,,2010 mercedes benz c250,,,,79
2013 FORD ESCAPE SE,11 995,https://montreal.craigslist.org/ctd/d/2013-ford-escape-se/7490725112.html,,,,,2013 ford escape se,,,,80
2011 Subaru Forester 5dr Wgn Auto 2.5X Limited,8 495,https://montreal.craigslist.org/ctd/d/roxboro-2011-subaru-forester-5dr-wgn/7492691023.html,,,,,2011 subaru forester 2.5i limited,,,,81
2013 Toyota Camry 4dr Sdn I4 Auto SE,12 995,https://montreal.craigslist.org/ctd/d/roxboro-2013-toyota-camry-4dr-sdn-i4/7492709652.html,,,,,2013 toyota camry se 4dr sedan,,,,82
2011 BMW 3 Series 2dr Cpe 328i,11 995,https://montreal.craigslist.org/ctd/d/roxboro-2011-bmw-series-2dr-cpe-328i/7492696156.html,,,,,2011 bmw 328i,,,,83
2012 Hyundai Elantra 4dr Sdn Auto GL,7 995,https://montreal.craigslist.org/ctd/d/2012-hyundai-elantra-4dr-sdn-auto-gl/7490296913.html,,,,,2012 Hyundai Elantra,,,,84
2012 FORD ESCAPE XLT,7 995,https://montreal.craigslist.org/ctd/d/roxboro-2012-ford-escape-xlt/7490726717.html,,,,,2012 ford escape xlt,,,,85
2010 Acura TL SH-AWD TECH PACK BLUETOOTH/TOIT OUVRANT,9 900,https://montreal.craigslist.org/ctd/d/roxboro-2010-acura-tl-sh-awd-tech-pack/7498867826.html,,,,,2010 ACURA TL,,,,86
2017 Honda Accord LX,17 995,https://montreal.craigslist.org/ctd/d/roxboro-2017-honda-accord-lx/7498874420.html,,,,,2017 Honda Accord,,,,87
2008 Dodge Caliber 4dr HB SXT,3 995,https://montreal.craigslist.org/ctd/d/2008-dodge-caliber-4dr-hb-sxt/7500408008.html,,,,,2008 dodge caliber sxt,,,,88
2008 Toyota Yaris,4 995,https://montreal.craigslist.org/ctd/d/2008-toyota-yaris/7497880526.html,,,,,2008 toyota yaris,,,,89
"2011 Subaru Forester 5dr Wgn Auto 2.5X Convenienc AWD, A/C, GRP ELEC,",7 495,https://montreal.craigslist.org/ctd/d/roxboro-2011-subaru-forester-5dr-wgn/7498881486.html,,,,,2011 subaru forester,,,,90
2008 Honda CR-V 4WD 5dr LX,7 995,https://montreal.craigslist.org/ctd/d/2008-honda-cr-4wd-5dr-lx/7498334301.html,,,,,2008 Honda CR-V,,,,91
2011 Nissan Rogue AWD 4dr S,9 900,https://montreal.craigslist.org/ctd/d/2011-nissan-rogue-awd-4dr/7499324604.html,,,,,2011 Nissan Rogue,,,,92
2011 Ford Fiesta 5dr HB SE,5 995,https://montreal.craigslist.org/ctd/d/roxboro-2011-ford-fiesta-5dr-hb-se/7499328030.html,,,,,2011 ford fiesta se hatchback,,,,93
"2011 Subaru Forester 5dr Wgn Auto 2.5X Convenienc AWD, A/C, GRP ELEC,",7 495,https://montreal.craigslist.org/ctd/d/roxboro-2011-subaru-forester-5dr-wgn/7497862530.html,,,,,2011 subaru forester,,,,94
2011 Audi Q5 2.0 L TUBRO PREMIUM PLUS PACKAGE QUATTRO,11 995,https://montreal.craigslist.org/ctd/d/roxboro-2011-audi-q5-20-tubro-premium/7496455811.html,,,,,2011 audi q5,,,,95
2010 Acura TL SH-AWD TECH PACK BLUETOOTH/TOIT OUVRANT,9 900,https://montreal.craigslist.org/ctd/d/roxboro-2010-acura-tl-sh-awd-tech-pack/7497864187.html,,,,,2010 ACURA TL,,,,96
2011 Audi Q5 2.0 L TUBRO PREMIUM PLUS PACKAGE QUATTRO,11 995,https://montreal.craigslist.org/ctd/d/roxboro-2011-audi-q5-20-tubro-premium/7497869335.html,,,,,2011 audi q5,,,,97
2010 Hyundai Elantra Touring GL,3 995,https://montreal.craigslist.org/ctd/d/roxboro-2010-hyundai-elantra-touring-gl/7497876393.html,,,,,2010 hyundai elantra hatchback,,,,98
2010 Mercedes-Benz C-Class 4dr Sdn C 250 RWD Automatic 2.5L 6-Cyl Gaso,8 995,https://montreal.craigslist.org/ctd/d/roxboro-2010-mercedes-benz-class-4dr/7501964518.html,,,,,2010 mercedes benz c250,,,,99
HONDA PILOT EX-L--- 4X4-CUIR--8places,2 990,https://montreal.craigslist.org/ctd/d/honda-pilot-ex-4x4-cuir-8places/7502015910.html,,,,,2003 HONDA PILOT EX-L,,,,100
BMW 328XI,6 550,https://montreal.craigslist.org/ctd/d/montreal-bmw-328xi/7502016292.html,,,,,2007 bmw 328xi,,,,101
2005 Mazda3-----97.000km,3 300,https://montreal.craigslist.org/ctd/d/notre-dame-de-grce-northeast-2005-mazda/7502016642.html,,,,,2005 mazda mazda3,,,,102
2007 Acura tl type s,1 700,https://montreal.craigslist.org/cto/d/montreal-2007-acura-tl-type/7502043580.html,,,,,2007 acura tl,,,,103
HONDA CIVIC DX-G 2008,5 990,https://montreal.craigslist.org/ctd/d/notre-dame-de-grce-northeast-honda/7502086467.html,,,,,2008 honda civic dx-g,,,,104
"Saab 2008 Aero 2.8L,automatic",7 000,https://montreal.craigslist.org/cto/d/montreal-saab-2008-aero-28lautomatic/7502168809.html,,,,,2008 saab 9-3,,,,105
2012 NISSAN SENTRA SE-R,5 990,https://montreal.craigslist.org/ctd/d/montreal-2012-nissan-sentra-se/7502193420.html,,,,,2012 Nissan SENTRA SE-R,,,,106
** 2018 Tesla Model 3 Long Range RWD ** 64k miles ** FSD *** Sentry mo,"30,999",https://ottawa.craigslist.org/cto/d/ottawa-tesla-model-long-range-rwd-64k/7486804171.html,64000,,clean,automatic,2018 Tesla Model,,,,107
2015 Lexus RX350  F- Sport---NAVIGATION-CUIR*TOIT*MAGS-,29 990,https://montreal.craigslist.org/ctd/d/notre-dame-de-grce-northeast-2015-lexus/7502429415.html,,,,,2015 lexus rx350 f sport awd,,,,108
NICE 2011 MAXIMA,"4,699",https://ottawa.craigslist.org/ctd/d/gloucester-nice-2011-maxima/7476342254.html,247962,,clean,automatic,2011 nissan maxima s,fwd,sedan,6 cylinders,109
Ford Escape LIMITED----TOIT-CUIR--MAGS,6 770,https://montreal.craigslist.org/ctd/d/notre-dame-de-grce-northeast-ford/7502446020.html,,,,,2008 ford escape limited,,,,110
Hyundai Accent,"10,500",https://ottawa.craigslist.org/cto/d/ottawa-hyundai-accent/7488455580.html,85000,,clean,automatic,2014 hyundai accent gls 4dr sedan,fwd,sedan,,111
2005 Subaru Impreza RS 2.5 Wagon,4 500,https://montreal.craigslist.org/cto/d/lasalle-2005-subaru-impreza-rs-25-wagon/7493922901.html,,,,,2005 subaru impreza 2.5 rs,,,,112
2005 porsche Cayenne S,"10,000",https://ottawa.craigslist.org/cto/d/bourget-2005-porsche-cayenne/7488533398.html,310000,,clean,automatic,2005 porsche cayenne s,4wd,SUV,8 cylinders,113
2010 Mercedes-Benz C-Class 4dr Sdn C 250 RWD Automatic 2.5L 6-Cyl Gaso,8 995,https://montreal.craigslist.org/ctd/d/roxboro-2010-mercedes-benz-class-4dr/7502493590.html,,,,,2010 mercedes benz c250,,,,114
"MAZDA RX8 WITH ONLY 17,000KM !","18,500",https://ottawa.craigslist.org/cto/d/ottawa-mazda-rx8-with-only-17000km/7489189910.html,16800,,clean,manual,2005 mazda rx8,rwd,,other,115
2010 Acura TL SH- TECH PACK BLUETOOTH/TOIT OUVRANT,9 900,https://montreal.craigslist.org/ctd/d/roxboro-2010-acura-tl-sh-tech-pack/7502495077.html,,,,,2010 ACURA TL,,,,116
2017 Honda Accord LX,17 995,https://montreal.craigslist.org/ctd/d/roxboro-2017-honda-accord-lx/7502500071.html,,,,,2017 Honda Accord,,,,117
2008 Mercedes-Benz B200 Turbo,"2,400",https://ottawa.craigslist.org/cto/d/national-capital-region-2008-mercedes/7490220295.html,219000,,clean,automatic,2008 mercedes benz b200,,,,118
Burgundy 2005 Nissan Altima 2.5S,1 700,https://montreal.craigslist.org/cto/d/montreal-burgundy-2005-nissan-altima-25s/7502610972.html,,,,,2005 nissan altima 2.5 s,,,,119
À vendre Fithwhell et Camion négociable,"45,000",https://ottawa.craigslist.org/cto/d/bowman-vendre-fithwhell-et-camion/7492009694.html,132297,,clean,automatic,2008 chevrolet silverado,,,,120
"Excellent Honda Civic 2011, Automatique, unique Propriétaire femme",7 800,https://montreal.craigslist.org/cto/d/outremont-excellent-honda-civic-2011/7502615970.html,,,,,2011 honda civic,,,,121
2015 Nissan Rogue,"15,000",https://ottawa.craigslist.org/cto/d/national-capital-region-2015-nissan/7493080165.html,150700,,clean,automatic,2015 nissan rogue,4wd,SUV,4 cylinders,122
1988 LeBaron Convertible,"9,500",https://ottawa.craigslist.org/cto/d/national-capital-region-1988-lebaron/7493086147.html,160000,,clean,automatic,1988 chrysler lebaron convertible,fwd,convertible,,123
2001 Mercedes-Benz e-class for sale A-1 condition,10 000,https://montreal.craigslist.org/cto/d/pierrefonds-2001-mercedes-benz-class/7502652924.html,,,,,2001 mercedes benz,,,,124
Collector-1978 Porsche 928 Coupe,"18,000",https://ottawa.craigslist.org/cto/d/gloucester-south-collector-1978-porsche/7493916029.html,172050,9288200083,clean,manual,1978 Porsche,rwd,coupe,8 cylinders,125
2009 Toyota COROLLA CE----AUTO+A/C,7 550,https://montreal.craigslist.org/ctd/d/montreal-2009-toyota-corolla-ce-autoa/7502660184.html,,,,,2005 toyota corolla ce,,,,126
Mitsubishi Outlander,"1,200",https://ottawa.craigslist.org/cto/d/ottawa-mitsubishi-outlander/7494184316.html,275000,,clean,automatic,2010 mitsubishi outlander,,,,127
2009 Mercedes-Benz  C300 4matic----CUIR-TOIT-MAGS,8 770,https://montreal.craigslist.org/ctd/d/montreal-2009-mercedes-benz-c300-4matic/7502667146.html,,,,,2012 Mercedes-Benz  C300 4matic,,,,128
chevy cobalt,"3,100",https://ottawa.craigslist.org/cto/d/ottawa-chevy-cobalt/7495782004.html,232000,,clean,automatic,2010 chevy cobalt,fwd,sedan,4 cylinders,129
2013 Audi A4 Premium Plus 2.0T -----NAVI--CUIR*TOIT*MAGS,11 990,https://montreal.craigslist.org/ctd/d/montreal-2013-audi-a4-premium-plus-20t/7502719708.html,,,,,2013 audi a4 2.0t premium plus,,,,130
"Moving, must sell. No Reasonable offer refused!","6,500",https://ottawa.craigslist.org/cto/d/gloucester-moving-must-sell-no/7497518140.html,175000,,clean,automatic,2009 mitsubishi eclipse,fwd,hatchback,,131
2006 Honda civic Automatic,1 600,https://montreal.craigslist.org/cto/d/montreal-nord-2006-honda-civic-automatic/7502766976.html,,,,,2006 honda ex,,,,132
Limited Edition 2005 Dodge Ram SRT 10 Quad cab,"40,000",https://ottawa.craigslist.org/cto/d/nepean-east-limited-edition-2005-dodge/7497539591.html,47200,,clean,automatic,2005 dodge ram srt10,rwd,truck,10 cylinders,133
RAMBO 6 X 6 1ST BLOOD,66 000,https://montreal.craigslist.org/cto/d/greenfield-park-rambo-x-1st-blood/7499273388.html,,,,,1953 gmc,,,,134
Buick Allure 2008 CV,"2,600",https://ottawa.craigslist.org/cto/d/nepean-buick-allure-2008-cv/7498504318.html,114000,,clean,automatic,2008 buick allure,,sedan,8 cylinders,135
"2015 KIA RIO , AUTOMATIQUE , 4 CYLINDRES 1.6 LITRES , AIR CLIMATISÉ",6 799,https://montreal.craigslist.org/ctd/d/2015-kia-rio-automatique-cylindres-16/7500033394.html,,,,,2015 kia rio,,,,136
Ram Truck Longhorn,"72,400",https://ottawa.craigslist.org/cto/d/ottawa-ram-truck-longhorn/7499902401.html,14400,1C6SRFKT5KN904979,clean,automatic,2019 dodge ram1500 4x4,4wd,pickup,,137
"2018 Audi TT RS 2.5T Quattro - No Accidents, One Owner, Local","85,559",https://ottawa.craigslist.org/ctd/d/vancouver-2018-audi-tt-rs-25t-quattro/7501243879.html,28500,,clean,automatic,2018 audi tt,,,,138
"Mitsubishi RVR 2014/ Édition Limited, 4X4!","15,995",https://ottawa.craigslist.org/cto/d/kanata-mitsubishi-rvr-2014-dition/7501582322.html,130884,,clean,automatic,2014 Mitsubishi RVR GT,4wd,SUV,4 cylinders,139
"only 47,000 kms /29,000 miles  Rare Iconic Jeep Rubicon  4.0 L 6Spd AC","31,000",https://ottawa.craigslist.org/cto/d/richmond-only-kms-miles-rare-iconic/7501640515.html,47000,1J4FA69S06P729303,clean,manual,2006 Jeep Rubicon,4wd,convertible,6 cylinders,140
